244,51,257,51,259,164,246,164
284,105,298,105,303,371,288,372
269,105,283,105,287,329,273,330
195,193,209,193,210,404,197,404
209,191,227,191,229,342,211,342
179,192,190,192,192,277,180,277
62,193,76,192,80,368,67,368
80,193,91,193,91,228,80,228
97,193,108,193,108,220,97,220
114,193,148,190,153,238,119,241
167,193,178,193,178,244,167,244
41,194,63,194,63,252,41,252
118,217,131,217,131,248,118,248
97,221,111,221,111,234,97,234
80,239,91,239,92,314,81,314
248,248,262,248,262,314,248,314
118,263,132,263,133,333,119,333
137,264,151,263,152,331,138,331
118,348,132,348,135,473,120,473
137,349,151,349,154,441,141,442
229,370,243,370,243,475,229,475
212,370,226,370,227,475,214,476
249,402,262,402,264,462,251,462
265,448,275,448,275,464,265,464
