547,29,579,29,579,49,547,49
34,34,185,34,185,97,34,97
200,36,220,36,220,92,200,92
319,60,500,60,500,80,319,80
250,108,381,108,381,130,250,130
247,139,329,139,329,158,247,158
249,167,312,167,312,185,249,185
245,194,439,194,439,229,245,229
237,251,375,251,375,269,237,269
402,252,561,251,561,269,402,271
228,280,273,280,273,292,228,292
313,282,319,281,328,280,341,280,346,280,353,281,362,281,364,293,356,292,345,292,340,291,328,292,319,293,313,294
423,279,452,281,452,295,422,293
490,280,546,280,546,294,490,294
250,294,261,294,261,308,250,308
424,291,480,291,480,312,424,312
337,293,391,293,391,312,337,312
512,294,556,294,556,312,512,312
237,321,274,321,274,335,237,335
337,321,363,321,363,334,337,334
409,321,456,321,456,334,409,334
529,330,647,330,647,352,529,352
336,335,397,335,397,354,336,354
238,337,254,337,254,352,238,352
425,337,440,337,440,353,425,353
32,366,362,366,362,401,32,401
425,376,531,376,531,395,425,395
