69,55,628,62,627,128,68,121
740,78,762,80,811,79,839,82,888,80,928,79,950,79,951,111,928,112,889,113,838,114,811,112,762,112,740,110
750,110,941,110,941,146,750,146
61,123,99,123,99,142,61,142
438,150,1038,150,1038,181,438,181
405,183,568,183,568,219,405,219
384,221,665,221,665,253,384,253
384,255,748,255,748,283,384,283
406,286,834,286,834,316,406,316
382,350,1136,350,1136,390,382,390
76,391,104,391,104,515,76,515
416,390,701,390,701,429,416,429
848,397,1136,392,1136,429,849,434
386,405,399,405,399,425,386,425
684,436,858,433,859,461,684,463
384,436,526,436,526,459,384,459
384,465,592,465,592,493,384,493
410,571,528,571,528,598,410,598
680,571,866,571,866,598,680,598
410,605,583,600,583,628,410,633
681,605,841,601,842,629,682,633
69,625,675,633,674,709,68,701
720,663,930,663,930,708,720,708
