84,115,141,117,134,406,77,404
243,80,316,80,316,103,243,103
642,97,701,97,699,410,640,410
67,429,91,429,91,723,67,723
137,431,162,430,169,545,144,546
210,431,241,431,241,630,210,630
247,429,266,429,266,446,247,446
337,425,406,425,408,768,339,768
403,427,438,427,438,598,403,598
493,429,511,429,511,444,493,444
106,433,136,433,136,826,106,826
446,429,483,429,483,736,446,736
536,429,577,429,577,875,536,875
489,455,526,455,526,735,489,735
244,461,272,460,276,581,247,581
311,455,343,455,343,830,311,830
675,519,705,519,705,954,675,954
628,534,665,534,665,935,628,935
136,648,159,648,159,733,136,733
245,661,275,661,275,854,245,854
138,753,168,753,168,828,138,828
448,849,483,849,483,1125,448,1125
97,876,129,874,138,1024,106,1026
171,908,183,908,198,908,212,908,227,909,240,908,257,908,256,931,240,931,227,932,213,931,198,931,184,931,172,931
669,1063,691,1063,691,1115,669,1115
