591,32,615,32,615,42,591,42
37,29,274,31,274,92,37,90
319,49,540,49,540,72,319,72
174,96,291,96,291,123,174,123
201,123,290,123,290,137,201,137
307,133,375,133,375,146,307,146
495,133,545,132,545,144,495,146
41,142,53,142,53,203,41,203
308,144,427,144,427,166,308,166
494,144,616,144,616,166,494,166
306,168,478,168,478,189,306,189
204,196,296,196,296,213,204,213
202,215,284,215,284,231,202,231
203,235,316,235,316,250,203,250
217,253,378,253,378,270,217,270
203,277,344,277,344,294,203,294
308,302,545,300,545,317,308,319
202,304,280,301,281,316,203,320
226,325,415,323,415,339,226,342
38,354,202,339,205,377,41,392
226,349,330,347,330,363,226,366
215,372,238,372,287,372,316,372,362,372,397,371,420,371,420,384,397,385,362,386,316,386,287,385,238,386,215,385
