34,28,264,16,266,54,36,66
545,33,587,33,587,50,545,50
308,36,500,36,500,56,308,56
243,106,310,106,310,120,243,120
391,110,567,110,567,131,391,131
225,123,333,123,333,137,225,137
392,134,564,134,564,154,392,154
225,140,301,140,301,155,225,155
244,160,328,160,328,179,244,179
243,181,317,181,317,200,243,200
245,204,337,204,337,218,245,218
244,219,385,219,385,234,244,234
224,249,395,249,395,269,224,269
408,249,569,249,569,270,408,270
338,276,431,276,431,291,338,291
449,275,591,275,591,295,449,295
226,277,300,277,300,291,226,291
226,292,328,292,328,307,226,307
338,292,432,293,431,307,337,306
225,309,330,309,330,322,225,322
463,312,589,312,589,338,463,338
68,328,83,327,101,328,126,325,146,327,158,329,177,334,177,354,159,349,143,347,127,345,102,348,85,347,70,347
247,332,300,332,300,346,247,346
238,358,415,358,415,373,238,373
