597,88,1500,103,1498,243,595,227
1271,176,1522,176,1522,228,1271,228
601,246,1318,246,1318,315,601,315
599,360,1542,360,1542,432,599,432
619,455,684,455,684,492,619,492
930,455,1039,455,1039,492,930,492
1092,455,1208,455,1208,495,1092,495
1417,455,1507,455,1507,492,1417,492
783,457,850,457,850,492,783,492
1271,457,1345,457,1345,492,1271,492
940,499,1039,499,1039,539,940,539
1114,499,1211,499,1211,539,1114,539
606,502,701,502,701,539,606,539
773,502,850,502,850,539,773,539
604,567,1467,567,1467,609,604,609
609,619,825,619,825,656,609,656
927,621,957,621,957,656,927,656
696,684,1042,684,1042,803,696,803
59,788,310,784,311,831,59,835
54,843,470,839,470,887,54,891
54,898,634,894,634,943,54,947
