37,4,480,9,479,54,36,50
130,67,454,67,454,93,130,93
97,112,170,112,170,132,97,132
333,126,589,126,589,152,333,152
625,132,705,128,706,148,626,152
74,135,193,135,193,147,74,147
291,136,313,136,313,151,291,151
290,153,463,153,463,176,290,176
291,180,463,180,463,201,291,201
556,178,728,178,728,201,556,201
263,207,286,208,335,208,370,209,411,208,454,208,486,208,486,228,455,229,412,229,370,229,335,229,286,228,263,228
265,232,399,232,399,249,265,249
266,255,514,255,514,273,266,273
266,273,499,273,499,292,266,292
265,297,372,297,372,318,265,318
43,310,55,310,55,369,43,369
265,318,388,318,388,337,265,337
431,346,460,341,514,354,542,340,581,347,617,353,654,365,656,407,619,395,576,389,548,382,508,395,453,382,423,387
265,394,439,394,439,413,265,413
445,394,543,394,543,414,445,414
608,398,732,398,732,414,608,414
265,416,358,416,358,432,265,432
381,416,541,416,541,433,381,433
562,416,676,416,676,432,562,432
