542,24,672,29,670,73,540,68
235,32,487,36,486,65,234,60
44,37,205,37,205,56,44,56
738,36,798,36,798,95,738,95
521,62,538,62,538,71,521,71
519,76,646,76,646,99,519,99
342,79,379,79,379,99,342,99
237,120,387,118,387,142,237,144
233,204,245,204,269,203,284,203,302,203,313,202,329,202,330,225,313,226,302,227,284,226,270,227,247,227,235,227
237,246,452,246,452,270,237,270
520,249,739,246,739,270,520,272
339,290,646,290,646,313,339,313
279,316,357,316,357,327,279,327
671,315,759,315,759,325,671,325
519,332,737,330,737,353,519,355
236,332,431,332,431,354,236,354
26,391,60,391,60,444,26,444
25,471,688,471,688,498,25,498
26,476,782,476,782,564,26,564
