416,224,444,226,437,333,409,331
405,233,413,233,413,313,405,313
333,316,351,316,351,485,333,485
206,316,217,316,217,354,206,354
220,318,234,317,240,414,225,415
272,316,285,316,287,496,274,496
358,316,375,316,378,462,361,462
235,318,251,317,257,400,242,401
292,330,307,330,307,388,292,388
260,330,272,330,272,500,260,500
312,331,327,331,327,414,312,414
414,331,445,331,445,347,414,347
192,345,205,345,205,531,192,531
207,357,220,357,222,545,209,545
390,383,410,383,410,586,390,586
226,427,234,427,234,462,226,462
240,499,255,499,255,561,240,561
334,502,344,502,344,542,334,542
362,500,372,500,372,547,362,547
225,503,234,503,234,542,225,542
334,500,362,500,362,642,334,642
260,506,272,506,272,614,260,614
361,555,376,555,376,572,361,572
225,555,239,555,239,594,225,594
