348,39,472,39,472,53,348,53
132,39,322,39,322,65,132,65
248,78,356,78,356,96,248,96
418,102,470,101,471,113,418,114
249,113,360,113,360,128,249,128
419,115,486,115,486,128,419,128
249,133,373,133,373,147,249,147
249,149,294,149,294,162,249,162
249,164,353,164,353,176,249,176
448,173,510,173,510,193,448,193
249,176,385,176,385,187,249,187
249,191,361,191,361,206,249,206
248,208,319,208,319,220,248,220
454,208,505,208,505,218,454,218
142,210,228,210,228,235,142,235
364,247,422,247,422,257,364,257
439,248,447,248,458,247,468,247,479,247,493,247,499,247,499,257,493,257,479,257,468,257,458,257,447,258,439,258
294,248,330,248,330,258,294,258
125,257,275,257,275,285,125,285
294,260,430,260,430,272,294,272
464,267,485,267,485,276,464,276
294,277,415,277,415,288,294,288
463,277,521,277,521,288,463,288
233,289,393,289,393,301,233,301
